case	consumer	rc	phase	surface	normalised_argv	instrument	reason
arms/A2/c01-filters-ro/consumers.tsv	win_inside_list_busy	0	P1	ae list	ae list --busy	frozen	read surface NAMED by VISION:93 — parity-gating
arms/A2/c01-filters-ro/consumers.tsv	win_inside_active_all	0	P1	ae list	ae list --active --all	frozen	read surface NAMED by VISION:93 — parity-gating
arms/A2/c01-filters-ro/consumers.tsv	win_inside_all_active	0	P1	ae list	ae list --all --active	frozen	read surface NAMED by VISION:93 — parity-gating
arms/A2/c01-filters-ro/consumers.tsv	win_inside_active_stopped	0	P1	ae list	ae list --active --stopped	frozen	read surface NAMED by VISION:93 — parity-gating
arms/A2/c01-filters-ro/consumers.tsv	win_inside_stopped_active	0	P1	ae list	ae list --stopped --active	frozen	read surface NAMED by VISION:93 — parity-gating
arms/A2/c01-filters-ro/consumers.tsv	win_inside_needsattn_active	0	P1	ae list	ae list --needs-attn --active	frozen	read surface NAMED by VISION:93 — parity-gating
arms/A2/c01-filters-ro/consumers.tsv	win_inside_active_needsattn	0	P1	ae list	ae list --active --needs-attn	frozen	read surface NAMED by VISION:93 — parity-gating
arms/A2/c01-filters-ro/consumers.tsv	win_outside_list_active	0	P1	ae list	ae list --active	frozen	read surface NAMED by VISION:93 — parity-gating
arms/A2/c01-filters-ro/consumers.tsv	win_outside_list_active_json	0	P1	ae list	ae list --active --json	frozen	read surface NAMED by VISION:93 — parity-gating
arms/A2/c01-filters-ro/consumers.tsv	win_outside_list_busy	0	P1	ae list	ae list --busy	frozen	read surface NAMED by VISION:93 — parity-gating
arms/A2/c01-filters-ro/consumers.tsv	win_outside_active_all	0	P1	ae list	ae list --active --all	frozen	read surface NAMED by VISION:93 — parity-gating
arms/A2/c01-filters-ro/consumers.tsv	win_outside_all_active	0	P1	ae list	ae list --all --active	frozen	read surface NAMED by VISION:93 — parity-gating
arms/A2/c01-filters-ro/consumers.tsv	win_outside_active_stopped	0	P1	ae list	ae list --active --stopped	frozen	read surface NAMED by VISION:93 — parity-gating
arms/A2/c01-filters-ro/consumers.tsv	win_outside_stopped_active	0	P1	ae list	ae list --stopped --active	frozen	read surface NAMED by VISION:93 — parity-gating
arms/A2/c01-filters-ro/consumers.tsv	win_outside_needsattn_active	0	P1	ae list	ae list --needs-attn --active	frozen	read surface NAMED by VISION:93 — parity-gating
arms/A2/c01-filters-ro/consumers.tsv	win_outside_active_needsattn	0	P1	ae list	ae list --active --needs-attn	frozen	read surface NAMED by VISION:93 — parity-gating
arms/A2/c01-filters-rw/consumers.tsv	list	0	P1	ae list	ae list	frozen	read surface NAMED by VISION:93 — parity-gating
arms/A2/c01-filters-rw/consumers.tsv	list_json	0	P1	ae list	ae list --json	frozen	read surface NAMED by VISION:93 — parity-gating
arms/A2/c01-filters-rw/consumers.tsv	ls	0	P1	ae ls	ae ls	frozen	read surface NAMED by VISION:93 — parity-gating
arms/A2/c01-filters-rw/consumers.tsv	ls_json	0	P1	ae ls	ae ls --json	frozen	read surface NAMED by VISION:93 — parity-gating
arms/A2/c01-filters-rw/consumers.tsv	list_running	0	P1	ae list	ae list --running	frozen	read surface NAMED by VISION:93 — parity-gating
arms/A2/c01-filters-rw/consumers.tsv	list_running_json	0	P1	ae list	ae list --running --json	frozen	read surface NAMED by VISION:93 — parity-gating
arms/A2/c01-filters-rw/consumers.tsv	ls_running	0	P1	ae ls	ae ls --running	frozen	read surface NAMED by VISION:93 — parity-gating
arms/A2/c01-filters-rw/consumers.tsv	ls_running_json	0	P1	ae ls	ae ls --running --json	frozen	read surface NAMED by VISION:93 — parity-gating
arms/A2/c01-filters-rw/consumers.tsv	list_all	0	P1	ae list	ae list --all	frozen	read surface NAMED by VISION:93 — parity-gating
arms/A2/c01-filters-rw/consumers.tsv	list_all_json	0	P1	ae list	ae list --all --json	frozen	read surface NAMED by VISION:93 — parity-gating
arms/A2/c01-filters-rw/consumers.tsv	ls_all	0	P1	ae ls	ae ls --all	frozen	read surface NAMED by VISION:93 — parity-gating
arms/A2/c01-filters-rw/consumers.tsv	ls_all_json	0	P1	ae ls	ae ls --all --json	frozen	read surface NAMED by VISION:93 — parity-gating
arms/A2/c01-filters-rw/consumers.tsv	list_stopped	0	P1	ae list	ae list --stopped	frozen	read surface NAMED by VISION:93 — parity-gating
arms/A2/c01-filters-rw/consumers.tsv	list_stopped_json	0	P1	ae list	ae list --stopped --json	frozen	read surface NAMED by VISION:93 — parity-gating
arms/A2/c01-filters-rw/consumers.tsv	ls_stopped	0	P1	ae ls	ae ls --stopped	frozen	read surface NAMED by VISION:93 — parity-gating
arms/A2/c01-filters-rw/consumers.tsv	ls_stopped_json	0	P1	ae ls	ae ls --stopped --json	frozen	read surface NAMED by VISION:93 — parity-gating
arms/A2/c01-filters-rw/consumers.tsv	list_needsattn	0	P1	ae list	ae list --needs-attn	frozen	read surface NAMED by VISION:93 — parity-gating
arms/A2/c01-filters-rw/consumers.tsv	list_needsattn_json	0	P1	ae list	ae list --needs-attn --json	frozen	read surface NAMED by VISION:93 — parity-gating
arms/A2/c01-filters-rw/consumers.tsv	ls_needsattn	0	P1	ae ls	ae ls --needs-attn	frozen	read surface NAMED by VISION:93 — parity-gating
arms/A2/c01-filters-rw/consumers.tsv	ls_needsattn_json	0	P1	ae ls	ae ls --needs-attn --json	frozen	read surface NAMED by VISION:93 — parity-gating
arms/A2/c01-filters-rw/consumers.tsv	list_needsme	0	P1	ae list	ae list --needs-me	frozen	read surface NAMED by VISION:93 — parity-gating
arms/A2/c01-filters-rw/consumers.tsv	list_needsme_json	0	P1	ae list	ae list --needs-me --json	frozen	read surface NAMED by VISION:93 — parity-gating
arms/A2/c01-filters-rw/consumers.tsv	ls_needsme	0	P1	ae ls	ae ls --needs-me	frozen	read surface NAMED by VISION:93 — parity-gating
arms/A2/c01-filters-rw/consumers.tsv	ls_needsme_json	0	P1	ae ls	ae ls --needs-me --json	frozen	read surface NAMED by VISION:93 — parity-gating
arms/A2/c01-filters-rw/consumers.tsv	list_needs	0	P1	ae list	ae list --needs	frozen	read surface NAMED by VISION:93 — parity-gating
arms/A2/c01-filters-rw/consumers.tsv	list_needs_json	0	P1	ae list	ae list --needs --json	frozen	read surface NAMED by VISION:93 — parity-gating
arms/A2/c01-filters-rw/consumers.tsv	ls_needs	0	P1	ae ls	ae ls --needs	frozen	read surface NAMED by VISION:93 — parity-gating
arms/A2/c01-filters-rw/consumers.tsv	ls_needs_json	0	P1	ae ls	ae ls --needs --json	frozen	read surface NAMED by VISION:93 — parity-gating
arms/A2/c01-filters-rw/consumers.tsv	list_attn	0	P1	ae list	ae list --attn	frozen	read surface NAMED by VISION:93 — parity-gating
arms/A2/c01-filters-rw/consumers.tsv	list_attn_json	0	P1	ae list	ae list --attn --json	frozen	read surface NAMED by VISION:93 — parity-gating
arms/A2/c01-filters-rw/consumers.tsv	ls_attn	0	P1	ae ls	ae ls --attn	frozen	read surface NAMED by VISION:93 — parity-gating
arms/A2/c01-filters-rw/consumers.tsv	ls_attn_json	0	P1	ae ls	ae ls --attn --json	frozen	read surface NAMED by VISION:93 — parity-gating
arms/A2/c01-filters-rw/consumers.tsv	list_active	0	P1	ae list	ae list --active	frozen	read surface NAMED by VISION:93 — parity-gating
arms/A2/c01-filters-rw/consumers.tsv	list_active_json	0	P1	ae list	ae list --active --json	frozen	read surface NAMED by VISION:93 — parity-gating
arms/A2/c01-filters-rw/consumers.tsv	ls_active	0	P1	ae ls	ae ls --active	frozen	read surface NAMED by VISION:93 — parity-gating
arms/A2/c01-filters-rw/consumers.tsv	ls_active_json	0	P1	ae ls	ae ls --active --json	frozen	read surface NAMED by VISION:93 — parity-gating
arms/A2/c01-filters-rw/consumers.tsv	list_busy	0	P1	ae list	ae list --busy	frozen	read surface NAMED by VISION:93 — parity-gating
arms/A2/c01-filters-rw/consumers.tsv	list_busy_json	0	P1	ae list	ae list --busy --json	frozen	read surface NAMED by VISION:93 — parity-gating
arms/A2/c01-filters-rw/consumers.tsv	ls_busy	0	P1	ae ls	ae ls --busy	frozen	read surface NAMED by VISION:93 — parity-gating
arms/A2/c01-filters-rw/consumers.tsv	ls_busy_json	0	P1	ae ls	ae ls --busy --json	frozen	read surface NAMED by VISION:93 — parity-gating
arms/A2/c01-filters-rw/consumers.tsv	inter_needsattnall	0	P1	ae list	ae list --needs-attn --all	frozen	read surface NAMED by VISION:93 — parity-gating
arms/A2/c01-filters-rw/consumers.tsv	inter_needsattnall_json	0	P1	ae list	ae list --needs-attn --all --json	frozen	read surface NAMED by VISION:93 — parity-gating
arms/A2/c01-filters-rw/consumers.tsv	inter_allneedsattn	0	P1	ae list	ae list --all --needs-attn	frozen	read surface NAMED by VISION:93 — parity-gating
arms/A2/c01-filters-rw/consumers.tsv	inter_allneedsattn_json	0	P1	ae list	ae list --all --needs-attn --json	frozen	read surface NAMED by VISION:93 — parity-gating
arms/A2/c01-filters-rw/consumers.tsv	inter_activeall	0	P1	ae list	ae list --active --all	frozen	read surface NAMED by VISION:93 — parity-gating
arms/A2/c01-filters-rw/consumers.tsv	inter_activeall_json	0	P1	ae list	ae list --active --all --json	frozen	read surface NAMED by VISION:93 — parity-gating
arms/A2/c01-filters-rw/consumers.tsv	inter_allactive	0	P1	ae list	ae list --all --active	frozen	read surface NAMED by VISION:93 — parity-gating
arms/A2/c01-filters-rw/consumers.tsv	inter_allactive_json	0	P1	ae list	ae list --all --active --json	frozen	read surface NAMED by VISION:93 — parity-gating
arms/A2/c01-filters-rw/consumers.tsv	inter_needsattnstopped	0	P1	ae list	ae list --needs-attn --stopped	frozen	read surface NAMED by VISION:93 — parity-gating
arms/A2/c01-filters-rw/consumers.tsv	inter_needsattnstopped_json	0	P1	ae list	ae list --needs-attn --stopped --json	frozen	read surface NAMED by VISION:93 — parity-gating
arms/A2/c01-filters-rw/consumers.tsv	inter_activestopped	0	P1	ae list	ae list --active --stopped	frozen	read surface NAMED by VISION:93 — parity-gating
arms/A2/c01-filters-rw/consumers.tsv	inter_activestopped_json	0	P1	ae list	ae list --active --stopped --json	frozen	read surface NAMED by VISION:93 — parity-gating
arms/A2/c01-filters-rw/consumers.tsv	list_badflag	1	P1	ae list	ae list --no-such-flag	frozen	read surface NAMED by VISION:93 — parity-gating
arms/A2/c01-filters-rw/consumers.tsv	list_help	0	P1	ae list	ae list --help	frozen	read surface NAMED by VISION:93 — parity-gating
arms/A2/c01-filters-rw/consumers.tsv	win_inside_list_active	0	P1	ae list	ae list --active	frozen	read surface NAMED by VISION:93 — parity-gating
arms/A2/c01-filters-rw/consumers.tsv	win_inside_list_active_json	0	P1	ae list	ae list --active --json	frozen	read surface NAMED by VISION:93 — parity-gating
arms/A2/c01-filters-rw/consumers.tsv	win_inside_list_busy	0	P1	ae list	ae list --busy	frozen	read surface NAMED by VISION:93 — parity-gating
arms/A2/c01-filters-rw/consumers.tsv	win_inside_active_all	0	P1	ae list	ae list --active --all	frozen	read surface NAMED by VISION:93 — parity-gating
arms/A2/c01-filters-rw/consumers.tsv	win_inside_all_active	0	P1	ae list	ae list --all --active	frozen	read surface NAMED by VISION:93 — parity-gating
arms/A2/c01-filters-rw/consumers.tsv	win_inside_active_stopped	0	P1	ae list	ae list --active --stopped	frozen	read surface NAMED by VISION:93 — parity-gating
arms/A2/c01-filters-rw/consumers.tsv	win_inside_stopped_active	0	P1	ae list	ae list --stopped --active	frozen	read surface NAMED by VISION:93 — parity-gating
arms/A2/c01-filters-rw/consumers.tsv	win_inside_needsattn_active	0	P1	ae list	ae list --needs-attn --active	frozen	read surface NAMED by VISION:93 — parity-gating
arms/A2/c01-filters-rw/consumers.tsv	win_inside_active_needsattn	0	P1	ae list	ae list --active --needs-attn	frozen	read surface NAMED by VISION:93 — parity-gating
arms/A2/c01-filters-rw/consumers.tsv	win_outside_list_active	0	P1	ae list	ae list --active	frozen	read surface NAMED by VISION:93 — parity-gating
arms/A2/c01-filters-rw/consumers.tsv	win_outside_list_active_json	0	P1	ae list	ae list --active --json	frozen	read surface NAMED by VISION:93 — parity-gating
arms/A2/c01-filters-rw/consumers.tsv	win_outside_list_busy	0	P1	ae list	ae list --busy	frozen	read surface NAMED by VISION:93 — parity-gating
arms/A2/c01-filters-rw/consumers.tsv	win_outside_active_all	0	P1	ae list	ae list --active --all	frozen	read surface NAMED by VISION:93 — parity-gating
arms/A2/c01-filters-rw/consumers.tsv	win_outside_all_active	0	P1	ae list	ae list --all --active	frozen	read surface NAMED by VISION:93 — parity-gating
arms/A2/c01-filters-rw/consumers.tsv	win_outside_active_stopped	0	P1	ae list	ae list --active --stopped	frozen	read surface NAMED by VISION:93 — parity-gating
arms/A2/c01-filters-rw/consumers.tsv	win_outside_stopped_active	0	P1	ae list	ae list --stopped --active	frozen	read surface NAMED by VISION:93 — parity-gating
arms/A2/c01-filters-rw/consumers.tsv	win_outside_needsattn_active	0	P1	ae list	ae list --needs-attn --active	frozen	read surface NAMED by VISION:93 — parity-gating
arms/A2/c01-filters-rw/consumers.tsv	win_outside_active_needsattn	0	P1	ae list	ae list --active --needs-attn	frozen	read surface NAMED by VISION:93 — parity-gating
arms/A3/c01-dead-ro/consumers.tsv	list	0	P1	ae list	ae list	frozen	read surface NAMED by VISION:93 — parity-gating
arms/A3/c01-dead-ro/consumers.tsv	list-json	0	P1	ae list	ae list --json	frozen	read surface NAMED by VISION:93 — parity-gating
arms/A3/c01-dead-ro/consumers.tsv	list-all-json	0	P1	ae list	ae list --all --json	frozen	read surface NAMED by VISION:93 — parity-gating
arms/A3/c01-dead-ro/consumers.tsv	list-needsattn	0	P1	ae list	ae list --needs-attn	frozen	read surface NAMED by VISION:93 — parity-gating
arms/A3/c01-dead-ro/consumers.tsv	list-needsattn-json	0	P1	ae list	ae list --needs-attn --json	frozen	read surface NAMED by VISION:93 — parity-gating
arms/A3/c01-dead-ro/consumers.tsv	list-active	0	P1	ae list	ae list --active	frozen	read surface NAMED by VISION:93 — parity-gating
arms/A3/c01-dead-ro/consumers.tsv	list-active-json	0	P1	ae list	ae list --active --json	frozen	read surface NAMED by VISION:93 — parity-gating
arms/A3/c01-dead-ro/consumers.tsv	next	0	P1-ADJACENT	ae next	ae next	frozen	a read, but not named by VISION:93 — not parity-gating
arms/A3/c01-dead-ro/consumers.tsv	status	0	P1-ADJACENT	ae status	ae status twda1	frozen	a read, but not named by VISION:93 — not parity-gating
arms/A3/c01-dead-ro/consumers.tsv	requests-all	0	P1	helper:requests	<AE_HOME>/sessions/twda1/requests all	generated-helper	read surface NAMED by VISION:93 — parity-gating
arms/A3/c01-dead-rw/consumers.tsv	list	0	P1	ae list	ae list	frozen	read surface NAMED by VISION:93 — parity-gating
arms/A3/c01-dead-rw/consumers.tsv	list-json	0	P1	ae list	ae list --json	frozen	read surface NAMED by VISION:93 — parity-gating
arms/A3/c01-dead-rw/consumers.tsv	list-all-json	0	P1	ae list	ae list --all --json	frozen	read surface NAMED by VISION:93 — parity-gating
arms/A3/c01-dead-rw/consumers.tsv	list-needsattn	0	P1	ae list	ae list --needs-attn	frozen	read surface NAMED by VISION:93 — parity-gating
arms/A3/c01-dead-rw/consumers.tsv	list-needsattn-json	0	P1	ae list	ae list --needs-attn --json	frozen	read surface NAMED by VISION:93 — parity-gating
arms/A3/c01-dead-rw/consumers.tsv	list-active	0	P1	ae list	ae list --active	frozen	read surface NAMED by VISION:93 — parity-gating
arms/A3/c01-dead-rw/consumers.tsv	list-active-json	0	P1	ae list	ae list --active --json	frozen	read surface NAMED by VISION:93 — parity-gating
arms/A3/c01-dead-rw/consumers.tsv	next	0	P1-ADJACENT	ae next	ae next	frozen	a read, but not named by VISION:93 — not parity-gating
arms/A3/c01-dead-rw/consumers.tsv	status	0	P1-ADJACENT	ae status	ae status twda1	frozen	a read, but not named by VISION:93 — not parity-gating
arms/A3/c01-dead-rw/consumers.tsv	requests-all	0	P1	helper:requests	<AE_HOME>/sessions/twda1/requests all	generated-helper	read surface NAMED by VISION:93 — parity-gating
arms/A3/c02-stale-ro/consumers.tsv	list	0	P1	ae list	ae list	frozen	read surface NAMED by VISION:93 — parity-gating
arms/A3/c02-stale-ro/consumers.tsv	list-json	0	P1	ae list	ae list --json	frozen	read surface NAMED by VISION:93 — parity-gating
arms/A3/c02-stale-ro/consumers.tsv	list-all-json	0	P1	ae list	ae list --all --json	frozen	read surface NAMED by VISION:93 — parity-gating
arms/A3/c02-stale-ro/consumers.tsv	list-needsattn	0	P1	ae list	ae list --needs-attn	frozen	read surface NAMED by VISION:93 — parity-gating
arms/A3/c02-stale-ro/consumers.tsv	list-needsattn-json	0	P1	ae list	ae list --needs-attn --json	frozen	read surface NAMED by VISION:93 — parity-gating
arms/A3/c02-stale-ro/consumers.tsv	list-active	0	P1	ae list	ae list --active	frozen	read surface NAMED by VISION:93 — parity-gating
arms/A3/c02-stale-ro/consumers.tsv	list-active-json	0	P1	ae list	ae list --active --json	frozen	read surface NAMED by VISION:93 — parity-gating
arms/A3/c02-stale-ro/consumers.tsv	next	0	P1-ADJACENT	ae next	ae next	frozen	a read, but not named by VISION:93 — not parity-gating
arms/A3/c02-stale-ro/consumers.tsv	status	0	P1-ADJACENT	ae status	ae status twda2	frozen	a read, but not named by VISION:93 — not parity-gating
arms/A3/c02-stale-ro/consumers.tsv	requests-all	0	P1	helper:requests	<AE_HOME>/sessions/twda2/requests all	generated-helper	read surface NAMED by VISION:93 — parity-gating
arms/A3/c02-stale-rw/consumers.tsv	list	0	P1	ae list	ae list	frozen	read surface NAMED by VISION:93 — parity-gating
arms/A3/c02-stale-rw/consumers.tsv	list-json	0	P1	ae list	ae list --json	frozen	read surface NAMED by VISION:93 — parity-gating
arms/A3/c02-stale-rw/consumers.tsv	list-all-json	0	P1	ae list	ae list --all --json	frozen	read surface NAMED by VISION:93 — parity-gating
arms/A3/c02-stale-rw/consumers.tsv	list-needsattn	0	P1	ae list	ae list --needs-attn	frozen	read surface NAMED by VISION:93 — parity-gating
arms/A3/c02-stale-rw/consumers.tsv	list-needsattn-json	0	P1	ae list	ae list --needs-attn --json	frozen	read surface NAMED by VISION:93 — parity-gating
arms/A3/c02-stale-rw/consumers.tsv	list-active	0	P1	ae list	ae list --active	frozen	read surface NAMED by VISION:93 — parity-gating
arms/A3/c02-stale-rw/consumers.tsv	list-active-json	0	P1	ae list	ae list --active --json	frozen	read surface NAMED by VISION:93 — parity-gating
